id,title,description,link,image_link,price,condition,availability,brand
2,"Кинезио тейп Н2О (5см х 5м) ","Купить водостойкие кинезио тейпы в Украине по самой выгодной цене

Водные виды спорта, несмотря на кажущуюся зрителям легкость и плавность, требуют огромного напряжения мышц и тяжелейших тренировок. Для того чтобы показать отличный результат, необходимо и максимально выкладываться на тренировках, и раз за разом давать всё большую нагрузку на мышцы. Такой подход позволяет достигать отличных показателей, однако чреват травмами.

Как бороться с растяжениями, если Вы занимаетесь водными видами спорта

Спортсмены, профессионально занимающиеся водным спортом, в случае травм и повышенных нагрузок отдают предпочтение кинезио тейпам для плавания от компании Rock Tape. Специально разработанная формула позволяет:


	Уменьшить нагрузку на мышцы.
	Повысить продуктивность тренировок.
	Улучшить результаты выступления.
	Ускорить заживление травм без прекращения тренировок.


В чём особенность kinesio tape RockTape H2O?

Kinesio tape RockTape H2O имеет те же преимущества, что и другие тейпы серии RockTape, а именно:


	Растягивается на 190%.
	Состоит только из гипоаллергенных материалов.
	Оказывает положительный эффект до 5 дней.
	Максимально соответствует физиологии.


Кроме того кинезио тейпы для бассейна и водных видов спорта имеют специальную клеевую основу, которая легко выдерживает действие воды и интенсивные нагрузки. Даже при активных занятиях в воде кинезио тейп RockTape H2O отлично поддерживает мышцы и не отклеивается.

Неоднократно проверенные профессиональными спортсменами кинезио тейпы для плавания от RockTape превосходят все ожидания и являются незаменимой поддержкой во время тренировок и выступлений.

Не позволяйте травмам стать препятствием на пути к победе – получите свой kinesio tape RockTape H2O прямо сейчас, просто позвонив или оставив заявку. Забудьте о травмах – побеждайте каждый день!",https://rocktape.ua/kinesio-tape-H20,https://rocktape.ua/image/cache/data/product/Blue_H2O-300x300.jpg,"440 UAH",new,"in stock","RockTape (США)"
8,"Крем RockRub","Купить крем от мозолей RockRub – забыть о помехах во время тренировки

Доступен в упаковке 50 г и 400 г.

Кто из спортсменов может похвастаться отсутствием мозолей? Жесткие тренировки, огромные нагрузки и недостаток времени на уход за кожей – на пути к рекордам мозоли неизбежное зло. Но натертости и изменение структуры кожи – это не только косметический дефект. Мозоли значительно снижают эффективность тренировки и грозят инфицированием и воспалением.

Профессиональные спортсмены давно ищут способы избежать появления проблем со здоровьем: используют защиту, соблюдают рацион, ухаживают за кожей. Но когда этих мер недостаточно – нужна скорая помощь, с которой лечение мозолей займет минимальное время. В противном случае Вы не сможете тренироваться столь же интенсивно и выступать на том уровне, к которому готовились.

Компания RockTape разработала уникальную формулу крема RockRub. Это средство помогает смягчить кожу и уменьшить мозоли за одну ночь, а регулярное применение даст возможность всегда сохранять отличную форму и тренироваться максимально эффективно, не отвлекаясь на боль и дискомфорт, которые обычно причиняют мозоли. Сделайте свои руки более увлажненными и более сильными с инновационными средствами от RockTape.

Натуральный увлажнитель для рук RockRub содержит:


	Австралийский пчелиный воск;
	Масло канолы;
	Витамин Е;
	Пачули;
	Лаванда;
	Иланг-иланг.


Средство отлично работает на любых участках кожи. Купив мазь от мозолей RockRub, Вы получите отличное репарационное и увлажняющее средство. Кроме того, обратите внимание на другие преимущества:


	Удобная упаковка – Вы можете брать крем с собой в поездки или на тренировки.
	Простое использование – средство наносится перед сном, Вам не придется тратить время днем на косметические процедуры.
	Экономичность – 50 г крема хватит на целый месяц активного использования, а 400 г хватит почти на 8 месяцев активного использования.
	Только натуральные компоненты.


Вы уже готовы к интенсивным тренировкам? Купить мазь от мозолей RockRub можно прямо сейчас. Звоните нам и не отвлекайтесь на мелкие неприятности на пути к рекордам.",https://rocktape.ua/rock-rub,https://rocktape.ua/image/cache/data/product/RockRub-300x300.jpg,"420 UAH",new,"in stock","RockTape (США)"
13,Наколенники KneeCaps,"Наколенники RockTape KneeCaps для самых требовательных

На пути к рекордам камнем преткновения часто становятся травмы, поэтому забота о здоровье и безопасности для спортсмена является одним из основных вопросов. Наколенники уже давно используются для фиксации суставов и предупреждения травм, однако их эффективность не всегда высока.

Надежная защита и верный помощник на пути к победам – наколенники KneeCaps

Наколенники KneeCaps – современная защита от американской компании RockTape. Наши специалисты проработали каждую деталь, чтобы обезопасить Ваши тренировки и сделать рекорды реальностью. Купить наколенники для приседаний, бега, прыжков и других атлетических упражнений KneeCaps – значит получить дополнительные преимущества:


	Повышенная прочность – особая технология шитья и двойные стежки повышают долговечность изделий и эффективность фиксации.
	Особый материал – более прочный, долговечный и комфортный.
	Специальная вставка – 4-полосная лайкра, которая позволяет обеспечить большую мягкость и воздухопроницаемость.
	Различные варианты защиты – толщина неопрена 5 мм или 7 мм.
	Дизайнерские решения – яркие цвета и классическая гамма – купите наколенники для Crossfit (Кроссфит), которые вдохновляют.
	Гарантия качества.


Наколенники KneeCaps – выбор профессиональных спортсменов

Становая тяга, рывок или толчек штанги, выпрыгивание на тумбу, приседания со штангой и ещё целый ряд упражнений сложно даже представить без использования защиты. Можно купить бандаж на колено любой компании – на рынке множество вариантов наколенников, но почему же профессиональные спортсмены выбирают KneeCaps?

Помимо стандартных эффектов наколенников (компрессии, согревания и фиксации коленных суставов), KneeCaps обеспечивает эффективную компрессию косой широкой медиальной мышцы бедра*.

* Данная мышца крепится над коленной чашечкой и обеспечивает функцию коленного сустава – её травмы могут принести не только дискомфорт, но и надолго лишить спортсмена возможности тренироваться.

Если Вы настроены на победу и достижение значительных результатов – обеспечьте безопасность своих коленей. Купить наколенники для тяжелой атлетики KneeCaps Вы можете прямо сейчас – достаточно добавить товар в корзину и оформить заказ на сайте или по телефону.


	
	Размерная сетка
	
	
		
			
			Размер
			
			
			Обхват колена*
			
		
		
			
			S
			
			
			29-34 см
			
		
		
			
			M
			
			
			34-37 см
			
		
		
			
			L
			
			
			37-40 см
			
		
		
			
			XL
			
			
			40 и больше см 
			
		
	


* Для правильного подбора размера наколенников, необходимо померять коленную чашечку в обхвате в согнутом положении (под углом 90 градусов).",https://rocktape.ua/knee-caps,https://rocktape.ua/image/cache/data/product/kneecaps_main_new-300x300.jpg,"1295 UAH",new,"out of stock","RockTape (США)"
52,"RockNRoller адаптер","Адаптер для RockNRoller - это быстрый и простой способ перейти от 45 см RockNRoller к более широкому - 90 см ролику. Адаптер позволяет соединять несколько RockNRoller в один.",https://rocktape.ua/rocknroller-adapter,https://rocktape.ua/image/cache/data/product/RocknRoller_Adapter-300x300.jpg,"50 UAH",new,"in stock","RockTape (США)"
59,"Браслет с лого RockTape","Силиконовый браслет RockTape - способ проявить свою любовь к бренду

Браслет RockTape - отличный аксессуар для сильных атлетов. Проявить свой вкус, любовь к бренду и кроссфиту в целом, можно, надев стильный и в меру агрессивный браслет.",https://rocktape.ua/wrist-band,https://rocktape.ua/image/cache/data/product/rockband_main-300x300.jpg,"50 UAH",new,"in stock","RockTape (США)"
64,"Кинезио тейп RX (5см x 32м)","Новинка от RockTape! RockTape Rx - лучшая лента в кинезиологии в мире. Специально разработанная для чувствительной кожи. Идеальна для применения в педиатрии, для больных престарелых людей, для женщин, которые беременны.

RockTapeRx - новая модификация классического кинезио тейпа RockTape с более “мягким” клеем, что является большим преимуществом для особых групп пациентов. К ним могут относится: менее активные люди, дети, пожилые люди, беременные женщины. RockTape Rx не пришел на замену другим лентам RockTape. RockTape Rx - это дополнительный новый продукт компании для менее активных пациентов.

Как это работает?

RockTapeRX подтягивает/приподнимает кожу от мышц и фасций, благодаря чему улучшается крово и лимфоток, что приводит к уменьшению отека, воспалительного процесса. RockTape также сигнализирует центральной нервной системе импульсы через нервные окончания на поверхности кожи, что, в конечном итоге, обеспечивает мощную обратную связь для снижения болевого синдрома.

Каковы преимущества?


	Снимает отек благодаря декомпрессии;
	Ускоряет процесс восстановления и реабилитации;
	Снижает болевой синдром;
	Ускоряет процесс восстановления и реабилитации;
	Усиливает проприоцепцию (мышечное чувство — ощущение положения частей собственного тела относительно друг друга и в пространстве), чтобы помочь вам поддерживать правильную осанку и форму;
	RockTapeRx оказывает более мягкое воздейтсвие на кожу, благодаря содержанию клея на 7% меньше - что делает его идеальным для неспортивного тейпирования.


Характеристики:


	гипоаллергенный клей;
	водонепроницаемый;
	97% хлопок, 3% нейлон;
	180% эластичности для полного диапазона движения;
	отсутсвие латекса и цинка;
	каждый рулон 5cmx32m.",https://rocktape.ua/rocktaperx,https://rocktape.ua/image/cache/data/product/32x5_rocktape_rx_blue-300x300.jpg,"2200 UAH",new,"in stock","RockTape (США)"
67,"Кинезио тейп RX (5см х 5м)","Нежный клей RockTape Rx для особых групп пациентов, таких как: дети, пожилые люди, лица с неврологическими нарушениями и беременные женщины.

Это не замена другим лентам RockTape. Это просто более мягкое дополнение к нашим текущим предложениям, идеально подходящее для менее активных пациентов:


	Снимает отеки путем декомпрессии, которая ускоряет выздоровление.
	Повышает узнаваемость вашего положения тела, чтобы помочь вам поддерживать правильную осанку и форму.


RockTape Rx предназначен для нежной кожи. Гипоаллергенный Клей. Водостойкий. 97% Хлопок, 3% Нейлон. 180% стрейч для полного диапазона движения.",https://rocktape.ua/rx-5m-5cm,https://rocktape.ua/image/cache/data/rx_animal-300x300.jpg,"440 UAH",new,"in stock","RockTape (США)"
68,"Миостимулятор для мышц PowerDot ","PowerDot – это первый в мире мобильный спортивный электростимулятор для Ваших мышц

PowerDot – уникальное мобильное персональное тренировочное устройство, которое разработано для спортсменов и любителей активного образа жизни. Разработан докторами наук в области биофизики и магистрами наук в области  электронной инженерии, имеющими более чем 35-й опыт работы в данных областях.

PowerDot - это эффективный стимулятор мышц для любого спортсмена: занимаетесь Вы спортом на любительском или профессиональном уровне - значения не имеет. PowerDot сокращает мышцы путем генерирования коротких электроимпульсов определенных частот через самоприлипающие проводящие электродные подушечки. Эффект известен под названием электрическая стимуляция мышц (ЭСМ). ЭСМ широко применяется миллионами спортсменов и тренеров еще с 70-х годов прошлого столетия, эффективность ЭСМ доказана многочисленными клиническими и лабораторными исследованиями

Основные преимущества PowerDot:


	Компактный размер. Дает возможность использовать под одеждой.
	Комфортность в использовании. Маленький вес, компактный размер, удобные для использования электродные пластины и провода, возможность использовать под одеждой.
	Безопасность. Несколько уровней безопасности в использовании, отключение одной кнопкой, управление интенсивностью стимуляции, два разных канала управления каждым электродом, защита от отключения электрода и интерактивные инструкции по технике безопасности.
	Интерактивность. Используйте свой мобильный телефон, чтобы инициировать и контролировать свои тренировки, следуйте инструкции и советам по безопасности, учебным рекомендациям и отслеживайте прогресс в тренировках.


Свойства PowerDot:


	увеличивает силу, мощность, выносливость и скорость;
	улучшает Ваши спортивные показатели;
	расслабляет мышцы; 
	уменьшает мышечное напряжение;
	способствует быстрому восстановлению и реабилитации;
	устраняет мышечную крепатуру.


Технические характеристики:


	Два независимых изолированных канала (4 канала при использовании двух устройств PowerDot в режиме Duo).
	Совмещенные micro USB электрод и разъем для зарядки.
	Тактильная кнопка включения.
	Тонкая и легкая конструкция.
	Модуль подключения Bluetooth 4.0.
	Биосовместимые самоклеющиеся электроды.
	Надежные протоколы передачи данных.
	Поддержка Android 4.4+ и iOS 7.0+ устройств.


Тренировочные сессии инициируются и управляются сопутствующим мобильным приложением, доступным для смартфонов и планшетов на базе Android и iOS.

Доступные программы для тренировки через мобильное приложение:


	Повышение выносливости и производительности (для подготовки к спортивным мероприятиям).
	Постоянство – повышение потенциала интенсивности длительных усилий.
	Сила – повышение силы в ориентированных спортивных дисциплинах.
	Увеличение краткой мощности (силы и скорости) в ориентированной дисциплине.
	Максимальная скорость – повышение скорости высококвалифицированных спортсменов в ориентированных дисциплинах (например спринт 100 м).
	Активное восстановление – улучшает и ускоряет восстановление мышц после интенсивных упражнений. Лучший результат в течение двух часов после окончания тренировки средней выносливости или соревнований.
	Разогрев – увеличивает скорость сокращения и готовит мышцы для выдачи максимальной мощности. Используется 5-10 мин до важных соревнований или спортивных мероприятий.
	Массаж – улучшает циркуляцию крови, расслабляет мышцы, уменьшает мышечное напряжение и помогает устранить мышечные токсины.


Для повышения эффективности стимуляции можно одновременно использовать два Power Dot. Также для более точечной стимуляции есть возможность индивидуального управления каждого электрода отдельно.",https://rocktape.ua/powerdot,https://rocktape.ua/image/cache/data/product/pawer_dot_main_red-300x300.jpg,"6850 UAH",new,"in stock",
71,"Набор инструментов для техники ИММТ RockBlades 2.0","RockBlades 2.0 – набор инструментов для мобилизации мягких тканей.




RockBlades 2.0. Комплексная система мобилизации мышечных тканей при помощи вспомогательных инструментов (IASTM) (теперь оба инструмента из нержавеющей стали).

Добро пожаловать в IASTM-будущее. RockBlades – это набор из двух тщательно спроектированных и изготовленных инструментов для мягких тканей: “Mallet” и “Mullet”, а также смягчающих дезинфицирующих салфеток, RockRub и краткого практического руководства к комплексной IASTM-системе.

Больше, чем просто инструмент: комплексная IASTM-система.

Самая мельчайшая деталь в RockBlades - каждая грань, каждый угол и контур – плод вдумчивой разработки, тестирования и совершенствования на протяжении двух лет.

Изучите RockBlades в деталях.

Пришло время серьезных дел. Познакомьтесь с Mallet.



 

Один из великолепных инструментов в наборе RockBlades - изготовленный из отполированной хирургической нержавеющей стали универсальный инструмент для IASTM-терапии.

Mallet - ваш совершенный медицинский инструмент.


	Отполированные вручную рабочие поверхности и идеальный баланс корпуса будут ежедневно приносить радость при его использовании.
	Матированные углубления с каждой стороны и кастетообразная ручка позволяют держать в руках инструмент шестью различными способами. Каждая сторона уникальна - как по форме, так и по степени закругления края инструмента.
	На нерабочих поверхностях Mallet лазером выгравирован манифест RockTape.


Технические характеристики:


	Материал: хирургическая нержавеющая сталь.
	Вес: 450 гр.
	Размеры: 18 см x 11,5 см x 0,8 см.
	Рабочие поверхности: 4.
	Варианты захвата: 6.
	Отполированные вручную рабочие грани - прекрасно спроектированные и выполненные рабочие грани обеспечат великолепный результат.
	Шесть вариантов захвата - наша запатентованная кастетообразная ручка в сочетании с 8 углублениями для большого пальца обеспечивают различные варианты захвата и использования инструмента.
	Выгравированный лазером манифест - the Mallet оформлен лазерной гравировкой манифета РокТейп для большего вдохновения.
	Хирургическая нержавеющая сталь - нержавеющая сталь упрощает использование и идеально ложится в руку.


Вечеринка начинается.

Легкий и компактный, идеален для путешествий. Четыре специальных рабочих края и фирменная кастетообразная ручка позволяют работать с любыми зонами, обеспечивая полноценный терапевтический эффект. Вес нового Mullet остался таким же, как у его аналога в наборе Rockblades 1.0. В качестве приятного бонуса на нерабочей поверхности встроена открывалка для бутылок. Инструмент украшен лазерной гравировкой RockTape. 




	Мы сделали этот легкий и компактный инструмент для того, чтобы вы могли брать его с собой повсюду, куда вас ни занесет судьба. Управление мягкими тканями с Mallet стало доступным везде и всегда.
	Mullet изготовлен из невероятно прочного термопластичного полиамида – материала, который зарекомендовал себя в автомобильной и авиакосмической промышленности.
	Четыре разнообразные зоны для манипуляций с мягкими тканями обеспечивают комплексный терапевтический эффект. Каждая грань, угол и форма тщательно разрабатывались на протяжении двух лет для достижения лучшего результата.
	На нерабочих поверхностях The Mullet выгравирован манифест RockTape.


Технические характеристики:


	Материал: хирургическая нержавеющая сталь.
	Вес: 187 гр.
	Размеры: 15 см x 11 см x 0,9 см.
	Рабочие поверхности: 4.
	Встроенная открывалка для бутылок - бутылочка прохладительного напитка после долгого дня поможет двигаться легче.
	Легкий и компактный - идеальный IASTM-инструмент для использования на рабочем месте и в путешествии.
	Выгравированный манифест - мотивационный текст от RockTape нанесен на нерабочие поверхности.


RockRub &amp;amp; Wipes. Начните лечение по-новому, просто открыв упаковку.

Мы могли бы остановиться на двух предыдущих замечательных инструментах, но нет. В дополнение к Mallet&amp;amp;Mullet каждый набор RockBlades содержит обезболивающее смягчающее средство RockRub, изготовленное по новой формуле, и пачку дезинфицирующих салфеток.

Это всё, что вам нужно, чтобы начать лечение, просто открыв упаковку. 

Наша новая формула RockRub на 100% состоит из натуральных ингредиентов: масла канолы, пчелиного воска и витамина Е. Не содержит ароматической отдушки, идеален для использования при терапии мягких тканей. Защищает вашу кожу и кожу вашего пациента.

Дезинфицирующие салфетки не только очищают инструменты и уничтожают бактерии и микробы. Их также можно использовать для очищения кожи пациента от мази RockRub после подготовки кожи к тейпированию с помощью RockTape.

RockRub и дезинфbцирующие салфетки разработаны для упрощения лечения пациента и обработки ваших RockBlades.",https://rocktape.ua/index.php?route=product/product&product_id=71,https://rocktape.ua/image/cache/data/TLnry_croper_ru-300x300.jpeg,"7200 UAH",new,"in stock","RockTape (США)"
4,"Кинезио тейп Bulk (5см x 32м)","Кинезио тейп Bulk – это разновидность классического кинезио тейпа RockTape, имеющий длину более чем в 6 раз больше (32 метра в 1 рулоне), что будет выгодно и удобно для спортсменов и специалистов спортивной медицины регулярно использующих кинезио тейпы. Одного рулона кинезио тейпа Bulk хватит более чем на 120 аппликаций.",https://rocktape.ua/kinesio-tape-bulk,https://rocktape.ua/image/cache/data/product/5x32_Pink_BULK-300x300.jpg,"2240 UAH",new,"in stock","RockTape (США)"
74,"Кинезио тейп Equine (для лошадей)","RockTape Equine H20 - кинезио тейп для лошадей 

Кинезиотейп – инновационное средство, благодаря которому можно уменьшить или предотвратить болевые ощущения, снять отеки, нормализовать тонус мышц, ускорить процесс восстановления и поддержать форму. Это лента, изготовленная из хлопка и покрытая специальным гипоаллергенным клеем на акриловой основе, моментально активизирующимся после наложения на проблемное место. Дополнительно в состав тейпа RockTape входит нейлон для максимального растяжения ленты и прочности.

Главной особенностью кинезиотейпирования является метод, направленный не на ограничение движения, а на его увеличение. Кинезиотейпы RockTape не сковывают движения, а в некоторых случаях, даже увеличивают их показатели.

С недавнего времени ветеринары начали активно применять метод тейпирования на животных, преимущественно на лошадях. Травма животного является большой проблемой для его владельца. Ограничение движения животного приводит к серьезному дискомфорту, а лечение обычными средствами, такие как уколы, только усиливает этот эффект.

В отличие от обычного тейпа, RockTape, который использует человек, нужна была доработка, которую можно было бы применять на ветеринарном рынке. Этот уникальный продукт имеет более плотную структуру с усиленным слоем поверхности сцепления. Особые тейпы для лошадей RockTape Equine воздействуют на кожу через корни волос животного, активизируя правильную работу систем организма. Усиленный на 25% клеевой слой и увеличенная ширина тейпа RockTape Equine для лошадей обеспечивает надежное крепление.

Тейп RockTape Equine для лошадей уменьшает боль, способствует заживлению пораженному участку. Благодаря уменьшению отечности, усиливается регенерация мягких тканей и нормализуется работа правильного движения животного. Животное восстанавливается гораздо быстрее и безболезненно.

Преимущества:


	тейп RockTape Equine растягивается до 180% от изначальной длины;
	водостойкий;
	носится до 10 дней, не теряя своих полезных свойств.


Характеристики:


	Материал: 97% хлопок, 3% нейлон 
	Эластичность: до 180-190%
	Гипоаллергенная клеевая основа
	Носится, не теряя свойств до 10 дней
	Размер: рулон 5см х 5м
	Производство: США/Корея
	Цвет: логотип",https://rocktape.ua/equine,https://rocktape.ua/image/cache/data/RockTape_Equine_Kinesiology_Tape_for_Horses_-_2_x_16.4_Roll_-_Horseshoes-300x300.jpg,"440 UAH",new,"in stock","RockTape (США)"
6,"Кинезио тейп Mini Big Daddy (10см x 5м)","Кинезио тейп Mini Big Daddy - это разновидность классического кинезио тейпа RockTape, имеющий нестандартную ширину. Ширина кинезио тейпа в 10 см позволит затейпировать массивные участки мышц, например, четырехглавую мышцу бедра, поясницу, плечи.",https://rocktape.ua/kinesio-tape-mini-big-daddy,https://rocktape.ua/image/cache/data/product/medium_Black-300x300.jpg,"796 UAH",new,"out of stock","RockTape (США)"
65,"Защитные рукава RockGuard Arm","RockGuard Arm - универсальные защитные рукава

Новинка! Защитные рукава RockGuard Arm разработаны для защиты рук спортсменов во время перемещения ползком, бега по пересеченной местности, катания на горном велосипеде, лазанья по канату, соревнований по преодолению препятствий и прочих видов активности, в процессе которых высока вероятность травмировать руки.

Созданные из износостойкой лайкры, рукава RockGuard Arm обеспечивают комфортное ношение и доступны в трех размерах. Силиконовые вставки удерживают рукава на месте, не позволяя им сползать. Легкий материал защищает руки от воздействия солнечных лучей в жаркое время года и дополнительно страхует от холода зимой.

Специальное назначение

Легкий материал Lightweight Lycra® быстро высыхает и обеспечивает защиту от мозолей, царапин и воздействия солнечных лучей во время физической активности.

Комплексная защита

Мы горды тем, что можем предложить защиту каждому спортсмену, вне зависимости от того, насколько экстремальным является выбранный им вид спорта. Сначала для голеней, теперь и для рук.

Разработаны для длительных тренировок с препятствиями

RockGuard Arm - наш первый продукт, разработанный для спортсменов, участвующих в гонке с преодолением препятствий Obstacle Course Racing! И мы гордимся этим.
 


	
		
			
			 Размер 
			
			 Обхват бицепса*  
		
		
			 S
			 До 25 см
		
		
			 M
			 Около 25-31 cм
		
		
			 L
			 Больше 31 см
		
		
		
	



*Для правильного подбора размера, необходимо измерить объем в самой широкой части руки (бицепс).",https://rocktape.ua/rockguards-arm,https://rocktape.ua/image/cache/data/product/arm_guard_main-300x300.jpg,"780 UAH",new,"in stock","RockTape (США)"
5,"Кинезио тейп Big Daddy (10см x 32м)","Кинезио тейп Big Daddy - это разновидность классического кинезио тейпа RockTape, имеющий нестандартную длину и ширину. Ширина кинезио тейпа в 10 см позволит затейпировать массивные участки мышц, например четырехглавую мышцу бедра, а длина в 32 см позволит долго использовать кинезио тейп (более чем 120 аппликаций).",https://rocktape.ua/kinesio-tape-big-daddy,https://rocktape.ua/image/cache/data/product/Big_Daddy_BLACK_LOGO_BULK-300x300.jpg,"4500 UAH",new,"out of stock","RockTape (США)"
7,"Кинезио тейп Digit Tape (2,5см х 32м)","Кинезио тейп Digit Tape - это разновидность классического кинезио тейпа RockTape, имеющий нестандартную длину и ширину. Ширина кинезио тейпа в 2,5 см позволит затейпировать, например, тонкую мышцу, мышцы рук и ног. Длина в 32 см позволит долго использовать кинезио тейп (более чем 120 аппликаций).",https://rocktape.ua/kinesio-tape-digit-tape,https://rocktape.ua/image/cache/data/product/FingerTape_Blue-300x300.jpg,"1370 UAH",new,"out of stock","RockTape (США)"
11,"Перчатки G-LOVES","Внимание! Модель G-LOVES снята с производства. Запущена улучшеная новая модель - перчатки Talons.

Перчатки G-LOVES – берегите руки для получения призов

Перчатки G-LOVES обеспечивают комфорт во время тренировки, оберегают кожу рук и мышцы запястий. Большинство защитных приспособлений для рук не гарантируют надлежащего комфорта во время тренировки: влажные ладони, неудачное расположение швов – натертости и мозоли в таком случае вполне вероятны, хотя и в меньшем объеме, чем вообще без защиты. Если Вы хотите купить перчатки для Crossfit (Кроссфит), которые не имеют недостатков, – обратите внимание на G-LOVES.

Современная защита G-LOVES уже заслужила любовь профессиональных спортсменов, ведь она имеет ряд важных преимуществ:


	Отсутствие швов на ладонях (что крайне важно для велосипедных перчаток).
	Высокая чувствительность (надев перчатки, Вы сможете работать даже с сенсорным экраном).
	Силиконовая вставка, обеспечивающая оптимальную поддержку мышц (что важно при работе с большим весом; данный аспект следует учитывать, например, выбирая перчатки для бодибилдинга).
	Специальный захват большого пальца, который дает дополнительную защиту.
	Удобные петли.
	Воздухопроницаемая боковая поверхность.
	Оптимальное впитывание пота, что важно при интенсивных занятиях и играет роль, например, при выборе перчаток для фитнеса или работы с весом.
	Возможность использования (мела) магнезии.


Рекорды ближе, чем кажется

Упражнения на турнике, штанга, тренажеры и велоспорт небезопасны для ваших ладоней и запястий. Мозоли, натертости и вывихи не только не эстетичны, но и значительно снижают результативность тренировок и итоги выступлений. Получается, что купить перчатки для тренажерного зала – это не только приобрести новый привлекательный гаджет, но и обезопасить себя и сделать ещё один шаг к заветному результату.

Если Вы серьёзно занимаетесь спортом, то наверняка давно ищете оптимальный вариант защиты рук. Позвоните нам, и профессиональный врач, отлично знающий особенности спортивной медицины, расскажет Вам, как быстро избавиться от боли и мозолей, а также предотвратить их появление в будущем.

Забудьте о травмах – сосредоточьтесь на результатах с защитой G-LOVES.


	Размерная сетка
	
		
			
			Размер
			
			
			Обхват ладони*
			
		
		
			
			XS
			
			
			менее 15 см
			
		
		
			
			S
			
			
			15-18 см
			
		
		
			
			M
			
			
			18-20 см
			
		
		
			
			L
			
			
			20-23 см
			
		
		
			
			XL
			
			
			25 и больше см
			
		
	


*Для правильного подбора размера, измерьте обхват ладони чуть ниже &quot;костяшки&quot; пальцев, не захватывая большой палец.",https://rocktape.ua/g-loves,https://rocktape.ua/image/cache/data/product/gloves_2-300x300.jpg,"955 UAH",new,"out of stock","RockTape (США)"
